"","date","party","state","text"
"1029",2001-09-21,"R","OR","a 23yearold gay man. was abducted from a park known as a meeting place for gays."
"1030",2001-09-24,"R","OR","a man believed to be gay was sexually assaulted with a stick."
"1031",2001-09-25,"R","OR","three men and five juveniles wielding baseball bats and a golf club allegedly assaulted two gay men."
"1032",2001-09-26,"R","OR","allegedly made antigay threats and assaulted a lesbian outside a bar."
"1033",2001-10-02,"R","OR","an openly gay student at carroll college withdrew from school 14 days after being knocked unconscious and beaten in his dorm room."
"1034",2001-10-04,"R","OR","the suspect allegedly called him antigay names as he stabbed him."
"1035",2001-10-09,"R","OR","two teens were charged with attempted murder after allegedly dousing the tents of gay campers."
"1036",2001-10-10,"R","OR","an openly gay university student. was eating breakfast with friends when he heard someone make an antigay comment toward another friend across the room."
"1037",2001-10-15,"R","OR","an openly gay student at the university of wyoming. pretended to be gay."
"1038",2001-10-16,"R","OR","the body of an openly gay. his mother toldthe press that she firmly believes her sons slaying was a hate crime based on his gender identity or because he was transgender."
"1039",2001-10-17,"R","OR","after days of antigay taunts and threats. a classmate beat a 16yearold gay student at memorial high school in elmwood park."
"1040",2001-10-18,"R","OR","a gay man. were attacked because they are gay."
"1041",2001-10-24,"R","OR","allegedly attacked a 15yearold gay teenager by bashing him in the back of the head with a metal pole."
"1042",2001-10-25,"R","OR","because obrien was gay. grauman and another man were believed to have befriended gay men they thought would be easy robbery targets."
"1043",2001-10-30,"R","OR","a 17yearold gay male student. colton had been beaten the previous september in an antigay incident."
"1044",2001-11-01,"R","OR","thinking the victim was a lesbian."
"1045",2001-11-02,"R","OR","two male transvestites were accosted by two men who attacked them and used antigay epithets."
"1046",2001-11-05,"R","OR","a gay man allegedly was taunted and beaten at a restaurant."
"1047",2001-11-06,"R","OR","a gay man was sprayed with mace and threatened with a golf club by a neighbor who used an antigay slur."
"1048",2001-11-07,"R","OR","and sexually assaulted a gay man. the assailants allegedly asked the victim if he was gay before assaulting him."
"1049",2001-11-09,"R","OR","was charged with simple assault and assault with a deadly weapon for allegedly attacking a gay man in july 1996."
"1050",2001-11-13,"R","OR","three men attacked two transgendered women with aluminum baseball bats. the assailants yelled antigay epithets during the attack.one of the victims required hospitalization for a head injury."
"1051",2001-11-14,"R","OR","allegedly beat and robbed a gay man in his home."
"1052",2001-11-16,"R","OR","a 22yearold gay man allegedly was beaten by 30 youths chanting antigay slurs."
"1053",2001-11-27,"R","OR","was arrested for attacking a gay man."
"1054",2001-11-28,"R","OR","a man was beaten by another man who used antigay slurs during the assault."
"1055",2001-11-29,"R","OR","one lesbian and one bisexual. allegedly were beaten by a man who yelled antigay slurs."
"1056",2001-11-30,"R","OR","yelled antigay slurs and beat a man they believed to be gay."
"1057",2001-12-03,"R","OR","a gay vietnamese man was assaulted behind a string of beachside gay bars."
"1058",2001-12-05,"R","OR","a lesbian woman. and reportedly threatened to kill vega for ""turning his sister gay."" i believe that governments first duty is to defend its citizens."
"1059",2001-12-06,"R","OR","a gay man."
"1060",2001-12-07,"R","OR","an attacker threatened a gay man by holding a gun to the victims head and using antigay slurs."
"1061",2001-12-10,"R","OR","a gay man was brutally assaulted by two men."
"1062",2001-12-11,"R","OR","a gay person was assaulted while walking in the citys castro neighborhood."
"1063",2001-12-12,"R","OR","a gay man was attacked by two men yelling antigay slurs."
"1064",2001-12-13,"R","OR","two lesbian women were beaten and taunted by several teens in a park."
"1065",2001-12-14,"R","OR","a 25yearold lesbian."
"1066",2001-12-17,"R","OR","two gay men were shot with buckshot fired from a 12gauge shotgun."
"1067",2001-12-18,"R","OR","and beat a gay man."
"1068",2001-12-19,"R","OR","a gay man was attacked by two men yelling antigay epithets."
"1069",2001-12-20,"R","OR","a gay man was robbed and brutally murdered."
"1070",2002-01-23,"R","OR","a male transvestite was beaten by several men yelling antigay epithets."
